sentence1,sentence2,labels,binary,normalized,score
난방과 기타 시설이 충분히 있었다,그 호텔에는 난방 등 시설이 충분히 있었다,"{'label': 3.3, 'real-label': 3.333333333333333, 'binary-label': 1}",1,0.6599999999999999,3.3
겨울에는 20도에서 5도로 난방을 유지하자,여름이 아닌 겨울에는 25도의 난방을 유지한다.,"{'label': 4.3, 'real-label': 4.333333333333333, 'binary-label': 1}",1,0.86,4.3
내가 호스트에게도 친절하다는 넷플로우 프로그램이 있다.,요리를 할 수 있고 무엇보다 호스트가 매우 친절하다.,"{'label': 2.0, 'real-label': 2.0, 'binary-label': 0}",0,0.4,2.0
지금 거실이 얼마나 오래된지 보고 싶지만 어떻게 해야 할지 모르겠다.,지금 거실에는 몇 도가 있다,"{'label': 2.4, 'real-label': 2.4, 'binary-label': 0}",0,0.48,2.4
호텔도 몰에 위치해 있는데 저녁에는 아주 조용하다.,호텔도 쇼핑몰에 위치해 있어 저녁에는 아주 조용하다.,"{'label': 3.7, 'real-label': 3.714285714285714, 'binary-label': 1}",1,0.74,3.7
호주의 분위기와 주거를 느낄 수 있었던 것 같다.,호주의 전형적인 주거지역의 분위기와 거주지가 느껴졌다.,"{'label': 4.6, 'real-label': 4.6, 'binary-label': 1}",1,0.9199999999999999,4.6
농협이 카드사 사이에서 이메일로 법안을 보내고 있다.,농협카드가 이메일이나 신한카드로 보냈는지 말해줘,"{'label': 4.4, 'real-label': 4.428571428571429, 'binary-label': 1}",1,0.8800000000000001,4.4
생활관리와 중증도가 높은 환자들의 치료에 더욱 협조해 달라고 부탁드립니다.,교육부는 대학이 4주 이하 강의를 실시하도록 권고했다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
드라마와 예능에서 지금 보고 싶은 것은 무엇입니까 ,드라마와 예능에서 어떤 것을 보고 싶으세요 ,"{'label': 3.7, 'real-label': 3.714285714285714, 'binary-label': 1}",1,0.74,3.7
논문 발표는 이달이고 다음 달이다,내일 뮤지컬을 위해 몇 시부터 시작한다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
그 모든 것이 그림 속에 있을 정도로 큰 집이다,그 집은 너무 커서 그림 속에 있을 수 없다,"{'label': 2.8, 'real-label': 2.8, 'binary-label': 0}",0,0.5599999999999999,2.8
코로나의 19기를 극복한 미디어 리터리 백신 10개,한편 중국 항체는 코로나 19 바이러스를 무력화하거나 파괴할 수 있는 항체를 말한다.,"{'label': 0.7000000000000001, 'real-label': 0.7142857142857141, 'binary-label': 0}",0,0.14,0.7000000000000001
집 밖에서 실내 온도 측정을 어떻게 해야 할지 말해줘,이 보일러 모드를 어떻게 바꾸는지 말씀해 주시기 바랍니다,"{'label': 0.30000000000000004, 'real-label': 0.28571428571428503, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
학교 이외의 회사로부터 받은 이메일은 로그 계좌가 아닌 또 다른 메일 계좌로 보내야 한다.,신한카드에 대한 이메일 신청 방법이 무엇인지 알 수 있다.,"{'label': 0.6000000000000001, 'real-label': 0.6000000000000001, 'binary-label': 0}",0,0.12000000000000002,0.6000000000000001
그러나 그 반지는 더 나은 위치에 있는 것 같다,위치가 좋아 30분 이내에 이동이 가능하다.,"{'label': 0.2, 'real-label': 0.2, 'binary-label': 0}",0,0.04,0.2
평가의 공정성을 확보하기 위해서는 개학 후 평가를 바탕으로 글쓰기 평가가 진행된다.,평가의 공정성을 확보하기 위해 학교 후 서면 평가를 실시하는 것이 원칙이다.,"{'label': 3.8, 'real-label': 3.833333333333333, 'binary-label': 1}",1,0.76,3.8
이메일로 추진하는 학술 목록을 내게 전화해,우편함의 정기적인 백업 부주의하지 말아야 한다,"{'label': 0.6000000000000001, 'real-label': 0.5714285714285711, 'binary-label': 0}",0,0.12000000000000002,0.6000000000000001
먹을 곳과 쇼핑할 곳도 가깝다.,다음에 플로렌스에 가면 다시 찾아뵙겠습니다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
공기청정기 사용법,공기청정기 사용법,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
나중에 이걸 쓸게요. 도움이 되길 바랍니다.,시몬역과 정말 가까웠는데 이게 확실히 도움이 된다.,"{'label': 0.7000000000000001, 'real-label': 0.7142857142857141, 'binary-label': 0}",0,0.14,0.7000000000000001
베를린에 가면 다시 이곳에 머물게 될 거야,내가 베를린에 가면 다시 여기 있을 거야,"{'label': 4.3, 'real-label': 4.333333333333333, 'binary-label': 1}",1,0.86,4.3
호스트가 필요할 때 당장 도와줄게,내가 궁금한 것은 호스트가 바로 내게 말한다는 것이다.,"{'label': 2.5, 'real-label': 2.5, 'binary-label': 0}",0,0.5,2.5
난 아무런 단점도 없이 너무 행복해,나는 아무런 단점 없이 모든 것에 만족했다,"{'label': 4.4, 'real-label': 4.4, 'binary-label': 1}",1,0.8800000000000001,4.4
쇼패드가 아이들에게는 조금 작을 수 있다고 생각한다.,키가 큰 사람들에게는 소파 침대가 조금 작을 수 있다고 생각한다.,"{'label': 3.7, 'real-label': 3.714285714285714, 'binary-label': 1}",1,0.74,3.7
비상경제회의는 긴급경제상황을 통해 운영되는 주요 경제정책이다.,다음 5차 비상대책회의에서는 의제에 대한 고용 문제를 다루겠다.,"{'label': 1.2, 'real-label': 1.166666666666667, 'binary-label': 0}",0,0.24,1.2
우편함을 절대 남기지 마세요.,아버지의 이메일 주소로 전화해,"{'label': 0.6000000000000001, 'real-label': 0.5714285714285711, 'binary-label': 0}",0,0.12000000000000002,0.6000000000000001
개인적으로 그것은 매우 만족스러운 집이었다,개인적으로 그것은 매우 만족스러운 집이었다,"{'label': 3.8, 'real-label': 3.833333333333333, 'binary-label': 1}",1,0.76,3.8
도심보다 훨씬 안전하고 조용한 그라시아 지역을 추천한다.,넓은 공간과 깨끗한 집이 있는 곳을 추천한다.,"{'label': 1.5, 'real-label': 1.5, 'binary-label': 0}",0,0.3,1.5
기차역 버스정류장에서 떨어지면 코가 막힐 거야,지하철역이나 버스정류장에서 떨어지는 곳이 가깝다.,"{'label': 3.2, 'real-label': 3.166666666666667, 'binary-label': 1}",1,0.64,3.2
감기와 운동을 제대로 느끼기에는 너무 힘들지 마세요,꽃을 얼마나 만들어요 ,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
짐이 많으면 택시를 타세요,짐이 많으면 택시를 타야 한다,"{'label': 4.9, 'real-label': 4.857142857142857, 'binary-label': 1}",1,0.9800000000000001,4.9
학교에서 우편물을 삭제하지 마세요.,항상 이메일을 뒷받침하지 않도록 하고 삭제 금지 조치를 취했다.,"{'label': 1.5, 'real-label': 1.5, 'binary-label': 0}",0,0.3,1.5
소호 노팅힐 등 다양한 지역에 접근성이 좋다.,소호 노팅힐 등 다양한 분야에 접근할 수 있다.,"{'label': 3.7, 'real-label': 3.714285714285714, 'binary-label': 1}",1,0.74,3.7
자신이 보낸 모든 이메일을 끝내고 이름을 쓸 필요는 없지만 교수에게 보낼 때 이름은 써야 한다.,나는 최신 스팸 이메일에 대해 궁금하다,"{'label': 0.7000000000000001, 'real-label': 0.6666666666666661, 'binary-label': 0}",0,0.14,0.7000000000000001
후쿠시마의 지진은 규모가 크다.,후쿠시마 지진의 규모,"{'label': 3.0, 'real-label': 3.0, 'binary-label': 1}",1,0.6,3.0
예약 후 트립닷컴에서 이메일을 받아라,이메일 비밀번호를 쉽게 해결하지 않도록 하세요,"{'label': 0.30000000000000004, 'real-label': 0.28571428571428503, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
그 숙소는 아주 예쁘고 편리하게 쓰여진다,그 호텔은 아주 예쁘고 편안하다,"{'label': 3.5, 'real-label': 3.5, 'binary-label': 1}",1,0.7,3.5
밤에는 거리 식당에서 소음이 조금 들렸다.,스페인의 따뜻한 집에서 쉬는 느낌이 들었다.,"{'label': 0.30000000000000004, 'real-label': 0.33333333333333304, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
특히 두 분은 아주 친절하고 빠르게 대답하시기 바랍니다.,특히 두 분은 친절하고 빠르게 대답하시기 바랍니다.,"{'label': 4.3, 'real-label': 4.333333333333333, 'binary-label': 1}",1,0.86,4.3
사내 우편이 아닌 정부 기관에 우편물을 보낼 때 네이버 계정을 이용해 주십시오.,정부 기관에 우편물을 보낼 때는 메일 이외의 네이버 계정을 이용한다.,"{'label': 3.2, 'real-label': 3.166666666666667, 'binary-label': 1}",1,0.64,3.2
가족마트와 바로 옆에 섭씨 커피가 85도 있다.,바로 옆에 가족 매장과 85도의 커피가 있다.,"{'label': 4.8, 'real-label': 4.833333333333333, 'binary-label': 1}",1,0.96,4.8
이번 주와 다음 주에 축구 경기가 언제 잡히나요 ,이번 주와 다음 주에 축구 경기가 언제 있나요 ,"{'label': 4.4, 'real-label': 4.428571428571429, 'binary-label': 1}",1,0.8800000000000001,4.4
그러나 에어컨과 도로 밖의 소리가 들릴 수 있다.,그러나 창문이 두 배가 아니어서 밖에서 오토바이 소리를 들을 수 있다.,"{'label': 1.2, 'real-label': 1.2, 'binary-label': 0}",0,0.24,1.2
현장방문 첫 주인인 오는 26일부터 30일까지 원활한 신청과 신청을 위해 출생연도 종료를 기준으로 5부제가 시행된다.,현장방문 첫 주인인 오는 26일부터 30일까지 5부제가 시행된다.,"{'label': 4.3, 'real-label': 4.333333333333333, 'binary-label': 1}",1,0.86,4.3
무엇보다 조용하고 깨끗한 새 집이었다.,무엇보다 조용하고 깨끗한 새 집이었다.,"{'label': 3.3, 'real-label': 3.285714285714286, 'binary-label': 1}",1,0.6599999999999999,3.3
손으로 할 수 없으니 세탁기로 세탁하지 그래 ,세탁물을 너무 많이 쓰지 마세요.,"{'label': 0.8, 'real-label': 0.833333333333333, 'binary-label': 0}",0,0.16,0.8
여기에 스마트 도로조명 플랫폼 구축을 통해 아이들이 안전하게 걸을 수 있는 스마 보행 안전 환경을 구축해 아동 교통안전 연구 개발도 확대된다.,우리는 정부의 자원과 정책을 동원할 것이다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
그곳은 하와이 여행이 아주 좋은 곳이었다,하와이를 여행하는 것은 훌륭한 숙소였다,"{'label': 3.7, 'real-label': 3.714285714285714, 'binary-label': 1}",1,0.74,3.7
다자녀 가구의 적절한 주택도 2 000대를 공급할 계획이다.,농경지 관리를 위한 주거자금 1조7 000억원과 한국장학재단의 기부금도 활용할 계획이다.,"{'label': 0.2, 'real-label': 0.16666666666666602, 'binary-label': 0}",0,0.04,0.2
폭우에 반박하지 마세요.,우리는 비가 오면 재개할 필요가 없다,"{'label': 3.7, 'real-label': 3.666666666666667, 'binary-label': 1}",1,0.74,3.7
혼자서 체크인을 할 수 있는 것도 또 다른 장점이라고 생각한다.,나 자신을 확인하는 것도 또 다른 장점이라고 생각한다.,"{'label': 4.5, 'real-label': 4.5, 'binary-label': 1}",1,0.9,4.5
그는 지난달 13일 한국판 뉴딜전략회의 보고서에서 그린뉴딜이 주도하는 지역을 녹색뉴딜 분야의 핵심 과제로 거론했다.,분단의 상징에서 평화와 희망의 장소로 바뀌는 데 힘을 모으길 바란다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
시장에서 식당까지 지역 주민들에게는 매우 뜨거운 동네였다.,한국인들이 많이 묶여 있는 것 같았다.,"{'label': 0.6000000000000001, 'real-label': 0.6000000000000001, 'binary-label': 0}",0,0.12000000000000002,0.6000000000000001
그림보다 짧았다는 느낌을 지울 수 없었다,여러 면에서 불이익이 전혀 느껴지지 않았다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
마지막 검진단체 서비스는 학교 주변 사람들과 개인 건강을 공유하는 기능이다.,최종점검단의 서비스는 직장이나 학교에서 다른 사람들과 개인 건강을 공유하는 기능이다.,"{'label': 4.7, 'real-label': 4.666666666666667, 'binary-label': 1}",1,0.9400000000000001,4.7
내일은 강의 신청이니 미리 기다리는 것을 잊지 마세요,이제부터는 내일 강의를 위해 안심하기보다는 미리 기다려야 한다.,"{'label': 3.4, 'real-label': 3.428571428571428, 'binary-label': 1}",1,0.6799999999999999,3.4
도시에 대한 정보를 얻는 것이 매우 좋고 위치도 뛰어나다.,도시에 대한 정보를 얻는 것이 매우 좋고 위치도 좋다.,"{'label': 3.3, 'real-label': 3.333333333333333, 'binary-label': 1}",1,0.6599999999999999,3.3
소상공인지원센터가 온라인 발행시스템 정책자금 도입과 센터 내 수표 발행자 위치 등 고객 편의성 제도를 도입한다.,정책자금 확인을 위해 온라인 이슈 시스템에 수표 출판사를 설치하는 등 고객 편의시스템을 도입한다.,"{'label': 2.6, 'real-label': 2.571428571428572, 'binary-label': 0}",0,0.52,2.6
학생들과 강사들 사이에서 더 많은 질문을 보내는 사람이 있다.,내가 받기를 거부한 통지나 이메일이 있는지 알려주세요,"{'label': 0.8, 'real-label': 0.8, 'binary-label': 0}",0,0.16,0.8
차가운 물과 뜨거운 물 속에서 목욕을 하라고 하면 뭐든지 할게요.,차가운 목욕탕에서 뭘 하고 싶은지 말해줘,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
우호적인 가족과 환대 덕분에 포르투갈 나라는 매우 좋은 인상을 남겼다.,친근한 가족과 환대 덕분에 포르투갈이 좋은 인상을 남겼다.,"{'label': 3.6, 'real-label': 3.571428571428572, 'binary-label': 1}",1,0.72,3.6
서울에서 올해 비가 내리는 며칠,서울에서 비가 내리는 날짜를 알려주세요 올해의 기준,"{'label': 3.8, 'real-label': 3.833333333333333, 'binary-label': 1}",1,0.76,3.8
나는 오모테산도를 산책하며 매우 기뻤다,쓰레기를 치우는 것은 매우 좋았다,"{'label': 1.0, 'real-label': 1.0, 'binary-label': 0}",0,0.2,1.0
네 명이 하루 종일 와이파이를 사용할 수 있었다,우리 네 사람이 하루 종일 멈추지 않고 와이파이를 쓸 수 있었다.,"{'label': 4.1, 'real-label': 4.142857142857143, 'binary-label': 1}",1,0.82,4.1
할머니 생일 파티에서 멀리 떨어진 친척들에게 늦지 마세요,별도의 선물을 전달해야 하니까 할머니 생일 파티에 늦어서는 안 된다.,"{'label': 2.9, 'real-label': 2.857142857142857, 'binary-label': 0}",0,0.58,2.9
이번 사건 역시 2015년 185건에서 20018년 2건으로 급감했다.,반면 제조업은 전반적으로 소폭 하락했다.,"{'label': 0.8, 'real-label': 0.833333333333333, 'binary-label': 0}",0,0.16,0.8
다음에는 대만을 방문해야 하는데 이 호스트로부터 다른 예약을 하겠습니다.,브라하로 돌아가면 다시 선택해야 할 것이다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
문 잠금장치를 확인할 필요가 없나요 ,네 여동생이 가장 좋아하는 라디오 채널 이름을 말해줘,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
추운 날씨에 외출하고 집에서 어떤 것을 선호하세요 ,모레 날씨가 맑거나 구름이 많이 끼겠습니다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
심리적으로 안정감을 느끼고 싶다면 조금 가벼워야 할 것 같다.,심리적 안정감을 느낄 수 있는 빛은 무엇인가 ,"{'label': 3.5, 'real-label': 3.5, 'binary-label': 1}",1,0.7,3.5
나는 케어 포인트로 카드를 잃었다,케어 포인트는 또 다른 카드로 결제되었다,"{'label': 2.1, 'real-label': 2.1428571428571432, 'binary-label': 0}",0,0.42000000000000004,2.1
라나 현상은 거의 무언가에 의한 것이다,올해는 몇 달 만에 처음으로 눈이 내렸다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
체크인 통신이 다른 어느 에어비앤비 숙소보다 훨씬 좋았다.,나는 지금까지 다녀온 에어비앤비 최고였다,"{'label': 1.6, 'real-label': 1.5714285714285712, 'binary-label': 0}",0,0.32,1.6
위부른 궁전은 걸을 수 있었다,그 궁전은 네가 걸을 수 있는 거리에 있었다,"{'label': 2.8, 'real-label': 2.833333333333333, 'binary-label': 0}",0,0.5599999999999999,2.8
백화점 판매 일정을 잊을 수 없는 것은 이번에 사고 싶었던 것이 유일하게 판매하는 것이기 때문이다.,아들의 인턴 일정은 어떻게 되어 있습니까 ,"{'label': 0.2, 'real-label': 0.2, 'binary-label': 0}",0,0.04,0.2
집 앞 가게에서 음료와 과일을 살 수 있다,발코니 반대편에는 과일 음식 등 유통업체가 있다.,"{'label': 1.5, 'real-label': 1.5, 'binary-label': 0}",0,0.3,1.5
손으로 눈을 만지지 마세요,손으로 눈을 만지지 마세요,"{'label': 5.0, 'real-label': 5.0, 'binary-label': 1}",1,1.0,5.0
우선 용산공원 일대를 현재 243만 에서 약 60만 로 확대하기로 했다.,우선 용산공원 일대를 현재 243만 에서 303만 로 확대하기로 했다.,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
밤에 거실 분위기 조명을 켜보자,하얀 불빛 없이 밤에 분위기 조명을 켜보자,"{'label': 3.0, 'real-label': 3.0, 'binary-label': 1}",1,0.6,3.0
밤에 잠시 바다에서 벗어나는 것도 매우 좋다.,아침이나 저녁에 밖에서 창문을 보니 정말 좋다.,"{'label': 1.3, 'real-label': 1.333333333333333, 'binary-label': 0}",0,0.26,1.3
24번 버스가 24시간 정도 가는 줄 알았다.,버스 24번이 하루 24시간 운행하는 것 같았다.,"{'label': 4.4, 'real-label': 4.428571428571429, 'binary-label': 1}",1,0.8800000000000001,4.4
루버뮤지엄도 지하철 이전 없이 2차 정류장으로 갈 예정이다.,우리는 알렉산더 플래츠에서 20분 후에 궤도에 올 것이다,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
내일 오후에 파티 시간이다,그 파티는 내일 오후에 몇 시가 될지 말해줘,"{'label': 4.1, 'real-label': 4.142857142857143, 'binary-label': 1}",1,0.82,4.1
지역 가족들과 많은 재미를 이야기할 수 있다,유해가 밀집된 로마시에서 또 다른 풍경을 볼 수 있다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
34명 이상이 함께 하는 것이 좋다고 생각한다.,우리 네 사람이 함께 시간을 보내는 것은 좋은 장소였다.,"{'label': 3.3, 'real-label': 3.333333333333333, 'binary-label': 1}",1,0.6599999999999999,3.3
수출 측면에서는 디지털 수출 전환 방안을 마련하고 오는 11월에는 국가별 특수쇼핑 특산품과 연계한 브랜드 특별기획전시회 등 온라인 수출지원을 강화할 예정이다.,이밖에 맞춤형 전문 교육은 모든 자료 데이터 실력을 갖춘 인력 양성을 위해 대학원생과 연구직원 기업직원이 지원한다.,"{'label': 0.30000000000000004, 'real-label': 0.28571428571428503, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
중앙대책본부는 아동주택대응센터 대응단체인 보상재활대응단의 주요 구성원으로 본부장으로 구성돼 기획이사회 이사장이 맡고 있다.,3단계에서는 휴가를 추천하지만 긴급 돌봄 등 필수 서비스를 유지한다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
주변 지인들과 사람들에게 추천하고 싶은 곳이다.,이곳을 주변 지인들과 사람들에게 추천하고 싶습니다.,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
나라에서 우편물을 선호하는가 아니면 손으로 쓴 편지를 좋아하는가 ,네이버의 이메일을 사용하는 30대 사람들의 비중이 있는가 네가 40대에 해당할 거야,"{'label': 0.30000000000000004, 'real-label': 0.33333333333333304, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
티몬 광고 메일과 쿠폰 수가 더 많다.,그 통보를 어떻게 받지 않을 수 있을까 ,"{'label': 0.7000000000000001, 'real-label': 0.6666666666666661, 'binary-label': 0}",0,0.14,0.7000000000000001
안개는 한계점과 마이크로그램 중 하나이다 현재,여름에 산과 바다를 어디서 좋아하세요 ,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
에어비앤비를 지나는 것은 처음이었다,나는 처음으로 호텔에 머물렀다,"{'label': 2.8, 'real-label': 2.8, 'binary-label': 0}",0,0.5599999999999999,2.8
어쨌든 본격적인 숙소였다,그럼에도 불구하고 만족감이 가득한 곳이었다.,"{'label': 4.4, 'real-label': 4.428571428571429, 'binary-label': 1}",1,0.8800000000000001,4.4
소방업계가 사회와 함께 늘어난 생산에 따른 수익을 공유하기 위해 공공홈쇼핑에 노마진 마스크 100만개를 공급했다.,수도권 전문가로 구성된 평가위원회는 2차 평가에서 수돗물 음주율 개선을 위해 지자체의 차별화된 자본서비스를 추가로 평가했다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
지역 러브 상품권은 카드 모바일 단위 1만원으로 최소한 권리 내에서 종이 형태를 정할 수 있다.,이달 말부터 감염병 전담병원에는 중증질환 환자를 대상으로 국가지정 병원치료 클리닉과 의료기관이 응급처치 클램을 운영하는 등 장비와 운영비를 지원한다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
당신은 진행자에게 매우 친절하고 영어를 잘한다,주최자에게 매우 친절하고 영어를 잘 한다,"{'label': 4.3, 'real-label': 4.333333333333333, 'binary-label': 1}",1,0.86,4.3
서울 여의도에서 열리는 벚꽃 축제가 궁금하다.,지난 여름 태풍 피해액이 얼마나 됐나요 ,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
어디서 예약 장소를 바꿨어요 ,어머니는 언제 계십니까 ,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
하수구에 음식을 버리지 마라,내일 아침에 안개를 끄는 데 몇 시간이 걸릴까요 ,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
그곳은 아주 좋은 가격에 최적의 장소이다,하지만 상관없다면 그곳은 머무르기 좋은 곳이다.,"{'label': 1.1, 'real-label': 1.142857142857143, 'binary-label': 0}",0,0.22000000000000003,1.1
홈페이지에 까다로운 멜론을 넣는 것도 완벽했다.,욕실 바로 앞 창문에 커튼이 없었다는 점도 불편했다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
포르투갈을 다시 찾고 있다면 이곳을 이용할 거야,돌아오면 이 곳을 다시 찾을 거야,"{'label': 3.0, 'real-label': 3.0, 'binary-label': 1}",1,0.6,3.0
미세먼지 마스크를 제조사에 알려주세요,이번에는 태풍이 어디로 가는지 알 수 있다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
이달에 받은 모든 학술우편을 지난달보다 삭제하세요,다른 중요한 이메일보다는 이번 달에 학술우편을 삭제하세요,"{'label': 3.1, 'real-label': 3.1428571428571432, 'binary-label': 1}",1,0.62,3.1
네 어머니가 가장 좋아하는 라디오 프로그램에서 어떻게 된다,차가운 물에 씻지 말고 뜨겁게 하자,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
이메일로 라인 대화를 보내고 싶은데 어떻게 보낼 수 있을까.,농협 카드를 위해 이메일을 어떻게 열어야 할지 말이다.,"{'label': 0.30000000000000004, 'real-label': 0.28571428571428503, 'binary-label': 0}",0,0.06000000000000001,0.30000000000000004
아침에 일어나서 후회하지 말고 내일 강의 신청을 잊지 마세요.,오늘 일정을 잊지 마세요,"{'label': 1.3, 'real-label': 1.333333333333333, 'binary-label': 0}",0,0.26,1.3
서울에서 가장 많이 비가 오는 시간을 알려주세요,귀가 연휴를 맞아 주말 날씨가 어때요 ,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
밖에 나가서 겨울 계획을 안에 넣지 마세요,겨울에 일을 계획하면 밖이 아니라 안에서 하세요,"{'label': 4.2, 'real-label': 4.166666666666667, 'binary-label': 1}",1,0.8400000000000001,4.2
조심해야 할 것은 엘리베이터 없이 바닥에 올라가야 한다는 것이다.,더운 여름에는 엘리베이터 없이 7층을 오르기가 너무 힘들다.,"{'label': 2.1, 'real-label': 2.1428571428571432, 'binary-label': 0}",0,0.42000000000000004,2.1
아름다운 인테리어와 책을 둘러싼 분위기가 여전히 기억난다.,아름다운 인테리어와 책을 둘러싼 분위기가 여전히 기억난다.,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
집 근처에 편의점인 왓슨 지하철이 있다.,편의점과 왓슨 지하철 등이 있다.,"{'label': 3.6, 'real-label': 3.571428571428572, 'binary-label': 1}",1,0.72,3.6
또한 관광형 한국관광카드 판매 및 공항호텔은 수하물 저장을 위한 주요 해운서비스를 통해 여행 편의 서비스도 제공한다.,공항과 호텔 등 주요 허브에서도 관광형 한국관광카드 판매와 수하물 저장 및 배송 서비스를 통해 여행 편의서비스도 제공한다.,"{'label': 4.2, 'real-label': 4.166666666666667, 'binary-label': 1}",1,0.8400000000000001,4.2
그림은 정확히 같고 화장실은 정말 깨끗하다.,그림과 같고 화장실은 정말 깨끗하다,"{'label': 4.2, 'real-label': 4.166666666666667, 'binary-label': 1}",1,0.8400000000000001,4.2
이런 효과를 국민이 누리기 위해서는 경찰개혁법안을 통과하는 것이 시급하다.,이런 효과를 누리기 위해서는 국민이 경찰개혁법안을 통과하는 것이 필수다.,"{'label': 3.1, 'real-label': 3.1428571428571432, 'binary-label': 1}",1,0.62,3.1
8월 휴가에는 하룻밤 20만원이 넘는다,다음에 방을 보낼 때는 이런 일이 일어나고 싶지 않다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
참고로 1 500 이상의 출산 기준과 당뇨 처리업체의 배출시설이 부실이나 부실 1500평방미터 이하인 당뇨가공업체 배출 기준을 충족시켜야 한다.,모든 수험생은 검역 규칙을 이전과 이날 시험 후에 따라야 한다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
그러나 유감스러운 것은 이불이다,그러나 조금 아쉬운 것은 담요가 담요라는 것이다.,"{'label': 4.2, 'real-label': 4.166666666666667, 'binary-label': 1}",1,0.8400000000000001,4.2
대학로를 지나는 시민들이 방송에서 즐거운 시간을 보냈다.,대학을 통과하던 시민들이 공연에서 즐거운 시간을 보냈다.,"{'label': 4.0, 'real-label': 4.0, 'binary-label': 1}",1,0.8,4.0
그러나 마트와 친근한 사람들 덕분에 집 바로 앞에서 즐거운 체류였다.,집 안에서 필요한 것들이 대부분이었다,"{'label': 0.4, 'real-label': 0.42857142857142805, 'binary-label': 0}",0,0.08,0.4
이런 점에서 우리나라는 내년 제12차 장관회의 성공적인 개최에 기여해 개혁을 논의할 예정이다.,오는 3월부터 즉시 적용되며 세부사항은 정부가 별도로 발표한다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
신주시와 가깝다는 사실이 만족스러웠다.,방에 있는 에펠탑을 볼 수 있을 정도로 기뻤다.,"{'label': 0.7000000000000001, 'real-label': 0.6666666666666661, 'binary-label': 0}",0,0.14,0.7000000000000001
지자체의 적극적인 참여여여건 외에도 지자체가 주도하는 좋은 임대인증을 실시하고 지방자치단체의 상황에 맞는 양호한 임대급여 확대를 유도한다.,지자체의 적극적인 참여 여건과 함께 지자체가 좋은 주민 인증을 실시하고 각 지방자치단체의 상황에 맞는 우수 주민들의 혜택을 확대하도록 유도한다.,"{'label': 3.8, 'real-label': 3.833333333333333, 'binary-label': 1}",1,0.76,3.8
카드사의 홈페이지와 고객센터의 카드사 분류 기준에 따라 보다 구체적인 사용 제한 사업 브랜드가 일부 다를 수 있다.,이번 박람회는 사전등록 업체만 참여할 수 있는 동영상 상담 세션 이외의 누구나 참여가 가능하다.,"{'label': 0.0, 'real-label': 0.0, 'binary-label': 0}",0,0.0,0.0
